ACC-00003,TXN-000020,2026-01-24,withdrawal,16363.1,Airtel,Chennai,no,Anil Reddy,current,2022-07-03,Bangalore_MG,verified,0,,,Normal
ACC-00003,TXN-000021,2026-03-08,credit,521547.81,ATM,Mumbai,no,Anil Reddy,current,2022-07-03,Bangalore_MG,verified,0,,,Normal
ACC-00020,TXN-000022,2026-01-27,withdrawal,15300.09,Unknown_Merchant,Chennai,no,Usha Agarwal,NRI,2024-03-15,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00005,TXN-000023,2026-01-27,debit,12453.73,Wire_Transfer,Chennai,no,Suresh Patel,current,2016-12-23,Hyderabad_Hitech,expired,50000,,,Normal
ACC-00015,TXN-000024,2026-01-03,withdrawal,8466.71,Unknown_Merchant,Singapore,yes,Vijay Malhotra,NRI,2021-07-14,Hyderabad_Hitech,verified,100000,,,Normal
ACC-00021,TXN-000025,2026-03-04,payment,13669.83,BigBasket,Lagos,yes,Sanjay Bhat,NRI,2020-04-06,Chennai_T_Nagar,pending,1000000,card_cloning,2026-01-14,Fraud
ACC-00049,TXN-000027,2026-01-14,transfer,13857.52,Airtel,Lagos,yes,Nilesh Parekh,current,2016-12-06,Bangalore_MG,verified,0,,,Normal
ACC-00038,TXN-000028,2026-01-02,debit,19786.75,ATM,Chennai,no,Sushma Thakur,current,2022-07-16,Bangalore_MG,verified,1000000,card_cloning,2026-01-13,Fraud
ACC-00025,TXN-000029,2026-01-25,debit,21996.69,Flipkart,Mumbai,no,Hemant Jain,NRI,2023-02-17,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00001,TXN-000030,2026-01-06,payment,22178.53,Unknown,New York,yes,Rajesh Kapoor,savings,2020-09-21,Mumbai_Main,pending,1000000,,,Normal
ACC-00045,TXN-000031,2026-01-05,credit,16013.65,IRCTC,New York,yes,Jagdish Patil,savings,2015-02-01,Chennai_T_Nagar,verified,50000,,,Normal
ACC-00027,TXN-000032,2026-01-08,payment,17307.26,MakeMyTrip,Bangalore,no,Shreya Gupta,savings,2022-08-17,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00046,TXN-000033,2026-03-16,debit,15698.43,Wire_Transfer,Dubai,yes,Mala Srinivasan,NRI,2020-04-24,Bangalore_MG,verified,50000,,,Normal
ACC-00023,TXN-000034,2026-01-14,payment,5929.19,Flipkart,Tokyo,yes,Dinesh Wadhwa,salary,2015-01-19,Chennai_T_Nagar,pending,50000,,,Normal
ACC-00007,TXN-000035,2026-02-20,payment,12713.14,Airtel,Lagos,yes,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00018,TXN-000036,2026-01-02,debit,19925.49,ATM,New York,yes,Nandini Shah,savings,2015-03-24,Chennai_T_Nagar,pending,100000,,,Normal
ACC-00032,TXN-000037,2026-01-06,debit,1397.99,BigBasket,Dubai,yes,Neelam Kaur,salary,2019-05-01,Pune_FC,verified,100000,,,Normal
ACC-00014,TXN-000038,2026-02-14,transfer,15439.64,Crypto_Exchange,New York,yes,Priti Chauhan,current,2021-12-19,Chennai_T_Nagar,pending,0,,,Normal
ACC-00003,TXN-000039,2026-03-04,debit,23125.29,Swiggy,Bangalore,no,Anil Reddy,current,2022-07-03,Bangalore_MG,verified,0,,,Normal
ACC-00002,TXN-000040,2026-03-16,debit,1817.94,Uber,New York,yes,Sunita Deshmukh,NRI,2021-10-14,Delhi_CP,pending,1000000,,,Normal
ACC-00038,TXN-000041,2026-02-19,withdrawal,798127.09,ATM,London,yes,Sushma Thakur,current,2022-07-16,Bangalore_MG,verified,1000000,card_cloning,2026-01-13,Fraud
ACC-00015,TXN-000042,2026-01-25,transfer,5733.16,Uber,Singapore,yes,Vijay Malhotra,NRI,2021-07-14,Hyderabad_Hitech,verified,100000,,,Normal
ACC-00013,TXN-000043,2026-01-13,debit,11801.21,Airtel,Mumbai,no,Ashok Sinha,savings,2023-06-04,Kolkata_Park,verified,50000,,,Normal
ACC-00028,TXN-000044,2026-01-05,payment,11402.02,PhonePe,London,yes,Rituraj Singh,NRI,2020-05-10,Delhi_CP,verified,1000000,,,Normal
ACC-00009,TXN-000045,2026-03-15,credit,15818.93,BookMyShow,Lagos,yes,Venkat Naidu,savings,2017-11-05,Chennai_T_Nagar,verified,500000,identity_theft,2026-01-18,Fraud
ACC-00022,TXN-000046,2026-01-05,payment,1538.31,Swiggy,Delhi,no,Poonam Yadav,NRI,2018-12-17,Bangalore_MG,verified,1000000,,,Normal
ACC-00030,TXN-000047,2026-02-15,credit,19020.47,Uber,Dubai,yes,Bhaskar Menon,savings,2019-12-20,Mumbai_Main,verified,50000,,,Normal
ACC-00039,TXN-000048,2026-03-06,payment,22644.17,MakeMyTrip,Tokyo,yes,Arun Hegde,current,2021-11-23,Chennai_T_Nagar,verified,100000,,,Normal
ACC-00015,TXN-000049,2026-02-03,payment,12255.87,Uber,Chennai,no,Vijay Malhotra,NRI,2021-07-14,Hyderabad_Hitech,verified,100000,,,Normal
ACC-00031,TXN-000050,2026-02-27,transfer,411.87,PhonePe,Lagos,yes,Akash Dhawan,current,2023-02-28,Kolkata_Park,verified,100000,phishing,2026-03-08,Fraud
ACC-00010,TXN-000052,2026-01-19,withdrawal,24505.59,Amazon,New York,yes,Geeta Sharma,NRI,2018-04-22,Bangalore_MG,verified,0,,,Normal
ACC-00047,TXN-000053,2026-03-25,debit,10671.16,PhonePe,New York,yes,Pawan Arora,savings,2024-02-02,Hyderabad_Hitech,pending,100000,,,Normal
ACC-00045,TXN-000054,2026-01-27,withdrawal,12407.36,Flipkart,Tokyo,yes,Jagdish Patil,savings,2015-02-01,Chennai_T_Nagar,verified,50000,,,Normal
ACC-00049,TXN-000055,2026-03-01,withdrawal,23750.85,Swiggy,London,yes,Nilesh Parekh,current,2016-12-06,Bangalore_MG,verified,0,,,Normal
ACC-00019,TXN-000056,2026-03-08,debit,447.46,ATM,Dubai,yes,Gopal Das,savings,2017-11-26,Chennai_T_Nagar,expired,0,,,Normal
ACC-00011,TXN-000057,2026-02-23,payment,18694.8,Amazon,New York,yes,Manoj Tiwari,salary,2021-12-12,Mumbai_Main,verified,1000000,,,Normal
ACC-00030,TXN-000058,2026-01-25,withdrawal,4664.4,Unknown_Merchant,London,yes,Bhaskar Menon,savings,2019-12-20,Mumbai_Main,verified,50000,,,Normal
ACC-00041,TXN-000059,2026-03-15,debit,21516.55,Unknown,Singapore,yes,Rohit Saxena,savings,2016-09-21,Bangalore_MG,rejected,500000,,,Normal
ACC-00045,TXN-000060,2026-03-11,debit,7449.92,Wire_Transfer,Dubai,yes,Jagdish Patil,savings,2015-02-01,Chennai_T_Nagar,verified,50000,,,Normal
ACC-00045,TXN-000061,2026-03-20,payment,1691718.13,Wire_Transfer,Delhi,no,Jagdish Patil,savings,2015-02-01,Chennai_T_Nagar,verified,50000,,,Normal
ACC-00040,TXN-000062,2026-03-11,debit,12892.68,Crypto_Exchange,London,yes,Padma Iyengar,NRI,2015-05-26,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00004,TXN-000063,2026-02-04,transfer,11660.55,Amazon,London,yes,Meena Iyer,NRI,2021-10-26,Bangalore_MG,verified,100000,,,Normal
ACC-00024,TXN-000064,2026-03-06,payment,17636.6,IRCTC,Lagos,yes,Savita Kulkarni,NRI,2016-03-24,Pune_FC,verified,200000,,,Normal
ACC-00009,TXN-000065,2026-01-11,payment,2883.26,Airtel,Chennai,no,Venkat Naidu,savings,2017-11-05,Chennai_T_Nagar,verified,500000,identity_theft,2026-01-18,Fraud
ACC-00045,TXN-000066,2026-03-07,credit,8045.57,Crypto_Exchange,Dubai,yes,Jagdish Patil,savings,2015-02-01,Chennai_T_Nagar,verified,50000,,,Normal
ACC-00033,TXN-000067,2026-02-22,transfer,1408.78,BigBasket,London,yes,Ramesh Shetty,current,2022-06-26,Delhi_CP,verified,0,,,Normal
ACC-00029,TXN-000068,2026-03-16,payment,20747.52,Airtel,Tokyo,yes,Tanuja Nair,salary,2024-05-02,Pune_FC,verified,100000,money_laundering,2026-01-13,Fraud
ACC-00044,TXN-000069,2026-03-27,transfer,11326.86,BigBasket,Delhi,no,Vandana Rastogi,current,2023-06-22,Pune_FC,rejected,200000,money_laundering,2026-03-28,Fraud
ACC-00013,TXN-000070,2026-01-15,debit,9797.53,Swiggy,Dubai,yes,Ashok Sinha,savings,2023-06-04,Kolkata_Park,verified,50000,,,Normal
ACC-00005,TXN-000071,2026-01-04,transfer,2845.01,Swiggy,New York,yes,Suresh Patel,current,2016-12-23,Hyderabad_Hitech,expired,50000,,,Normal
ACC-00010,TXN-000072,2026-01-28,payment,23805.01,Amazon,Dubai,yes,Geeta Sharma,NRI,2018-04-22,Bangalore_MG,verified,0,,,Normal
ACC-00027,TXN-000073,2026-03-22,credit,11873.93,PhonePe,New York,yes,Shreya Gupta,savings,2022-08-17,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00048,TXN-000074,2026-01-21,transfer,4767.06,Amazon,Lagos,yes,Sweta Bajaj,savings,2016-02-28,Hyderabad_Hitech,verified,0,,,Normal
ACC-00034,TXN-000075,2026-02-21,withdrawal,14488.68,ATM,London,yes,Indira Rajan,current,2022-03-26,Hyderabad_Hitech,expired,200000,,,Normal
ACC-00020,TXN-000077,2026-01-19,transfer,4334.84,BookMyShow,Lagos,yes,Usha Agarwal,NRI,2024-03-15,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00031,TXN-000078,2026-02-12,debit,3751.04,BookMyShow,New York,yes,Akash Dhawan,current,2023-02-28,Kolkata_Park,verified,100000,phishing,2026-03-08,Fraud
ACC-00011,TXN-000079,2026-01-20,payment,7166.9,Swiggy,Bangalore,no,Manoj Tiwari,salary,2021-12-12,Mumbai_Main,verified,1000000,,,Normal
ACC-00011,TXN-000080,2026-01-08,debit,24844.64,MakeMyTrip,Bangalore,no,Manoj Tiwari,salary,2021-12-12,Mumbai_Main,verified,1000000,,,Normal
ACC-00029,TXN-000081,2026-02-09,credit,807733.04,POS_Terminal,Mumbai,no,Tanuja Nair,salary,2024-05-02,Pune_FC,verified,100000,money_laundering,2026-01-13,Fraud
ACC-00043,TXN-000082,2026-02-11,credit,9354.23,IRCTC,Bangalore,no,Kishore Mohan,NRI,2022-11-24,Delhi_CP,pending,1000000,,,Normal
ACC-00035,TXN-000083,2026-01-10,debit,10143.83,Airtel,Bangalore,no,Tarun Bose,savings,2017-10-27,Delhi_CP,expired,500000,,,Normal
ACC-00030,TXN-000084,2026-01-11,debit,24255.25,IRCTC,Tokyo,yes,Bhaskar Menon,savings,2019-12-20,Mumbai_Main,verified,50000,,,Normal
ACC-00022,TXN-000085,2026-03-21,transfer,11874.07,BookMyShow,Chennai,no,Poonam Yadav,NRI,2018-12-17,Bangalore_MG,verified,1000000,,,Normal
ACC-00043,TXN-000086,2026-03-05,withdrawal,8500.18,Flipkart,New York,yes,Kishore Mohan,NRI,2022-11-24,Delhi_CP,pending,1000000,,,Normal
ACC-00003,TXN-000087,2026-03-05,payment,2966.06,Amazon,Singapore,yes,Anil Reddy,current,2022-07-03,Bangalore_MG,verified,0,,,Normal
ACC-00040,TXN-000088,2026-01-27,withdrawal,8966.97,Unknown,Mumbai,no,Padma Iyengar,NRI,2015-05-26,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00039,TXN-000089,2026-01-21,payment,13184.52,Wire_Transfer,Dubai,yes,Arun Hegde,current,2021-11-23,Chennai_T_Nagar,verified,100000,,,Normal
ACC-00013,TXN-000090,2026-01-01,payment,21243.81,ATM,Delhi,no,Ashok Sinha,savings,2023-06-04,Kolkata_Park,verified,50000,,,Normal
ACC-00033,TXN-000091,2026-01-13,withdrawal,7978.06,MakeMyTrip,Tokyo,yes,Ramesh Shetty,current,2022-06-26,Delhi_CP,verified,0,,,Normal
ACC-00004,TXN-000092,2026-02-22,withdrawal,3741.25,Unknown_Merchant,Singapore,yes,Meena Iyer,NRI,2021-10-26,Bangalore_MG,verified,100000,,,Normal
ACC-00024,TXN-000093,2026-02-13,debit,7152.03,BigBasket,Dubai,yes,Savita Kulkarni,NRI,2016-03-24,Pune_FC,verified,200000,,,Normal
ACC-00029,TXN-000094,2026-03-28,debit,5431.59,Crypto_Exchange,New York,yes,Tanuja Nair,salary,2024-05-02,Pune_FC,verified,100000,money_laundering,2026-01-13,Fraud
ACC-00048,TXN-000095,2026-02-14,transfer,4136.57,POS_Terminal,Singapore,yes,Sweta Bajaj,savings,2016-02-28,Hyderabad_Hitech,verified,0,,,Normal
ACC-00047,TXN-000096,2026-01-14,payment,14968.5,Swiggy,Lagos,yes,Pawan Arora,savings,2024-02-02,Hyderabad_Hitech,pending,100000,,,Normal
ACC-00020,TXN-000097,2026-03-16,transfer,1699.59,MakeMyTrip,Singapore,yes,Usha Agarwal,NRI,2024-03-15,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00006,TXN-000098,2026-02-01,transfer,10392.12,IRCTC,New York,yes,Kavita Joshi,NRI,2020-09-04,Kolkata_Park,verified,200000,,,Normal
ACC-00046,TXN-000099,2026-01-19,credit,4690.86,PhonePe,Dubai,yes,Mala Srinivasan,NRI,2020-04-24,Bangalore_MG,verified,50000,,,Normal
ACC-00036,TXN-000100,2026-01-16,transfer,20872.9,BookMyShow,New York,yes,Deepa Pillai,NRI,2018-11-15,Pune_FC,pending,100000,,,Normal
ACC-00017,TXN-000102,2026-03-10,withdrawal,3148.21,ATM,Dubai,yes,Ravi Pandey,NRI,2017-05-28,Pune_FC,verified,50000,account_takeover,2026-03-08,Fraud
ACC-00027,TXN-000103,2026-02-06,credit,759.64,Wire_Transfer,Dubai,yes,Shreya Gupta,savings,2022-08-17,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00032,TXN-000104,2026-03-03,transfer,14547.59,MakeMyTrip,Singapore,yes,Neelam Kaur,salary,2019-05-01,Pune_FC,verified,100000,,,Normal
ACC-00017,TXN-000105,2026-03-21,withdrawal,24357.76,Unknown_Merchant,Delhi,no,Ravi Pandey,NRI,2017-05-28,Pune_FC,verified,50000,account_takeover,2026-03-08,Fraud
ACC-00024,TXN-000106,2026-03-17,payment,487.75,BookMyShow,Bangalore,no,Savita Kulkarni,NRI,2016-03-24,Pune_FC,verified,200000,,,Normal
ACC-00038,TXN-000107,2026-01-02,transfer,11553.05,POS_Terminal,Bangalore,no,Sushma Thakur,current,2022-07-16,Bangalore_MG,verified,1000000,card_cloning,2026-01-13,Fraud
ACC-00023,TXN-000108,2026-01-06,transfer,9061.03,ATM,London,yes,Dinesh Wadhwa,salary,2015-01-19,Chennai_T_Nagar,pending,50000,,,Normal
ACC-00004,TXN-000109,2026-02-10,payment,15991.72,Flipkart,Tokyo,yes,Meena Iyer,NRI,2021-10-26,Bangalore_MG,verified,100000,,,Normal
ACC-00013,TXN-000110,2026-03-25,credit,19129.0,MakeMyTrip,Bangalore,no,Ashok Sinha,savings,2023-06-04,Kolkata_Park,verified,50000,,,Normal
ACC-00035,TXN-000111,2026-02-11,transfer,6822.9,POS_Terminal,London,yes,Tarun Bose,savings,2017-10-27,Delhi_CP,expired,500000,,,Normal
ACC-00007,TXN-000112,2026-03-18,transfer,20591.7,Amazon,Bangalore,no,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00034,TXN-000113,2026-02-10,withdrawal,10329.26,Crypto_Exchange,Bangalore,no,Indira Rajan,current,2022-03-26,Hyderabad_Hitech,expired,200000,,,Normal
ACC-00007,TXN-000114,2026-01-07,payment,5566.78,Uber,Tokyo,yes,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00040,TXN-000115,2026-03-23,payment,17828.05,POS_Terminal,Delhi,no,Padma Iyengar,NRI,2015-05-26,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00027,TXN-000116,2026-01-15,debit,20480.18,Crypto_Exchange,Mumbai,no,Shreya Gupta,savings,2022-08-17,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00031,TXN-000117,2026-02-12,transfer,3518.4,Unknown,Chennai,no,Akash Dhawan,current,2023-02-28,Kolkata_Park,verified,100000,phishing,2026-03-08,Fraud
ACC-00034,TXN-000118,2026-02-25,credit,17761.88,Amazon,Delhi,no,Indira Rajan,current,2022-03-26,Hyderabad_Hitech,expired,200000,,,Normal
ACC-00015,TXN-000119,2026-03-05,credit,17216.78,BookMyShow,Bangalore,no,Vijay Malhotra,NRI,2021-07-14,Hyderabad_Hitech,verified,100000,,,Normal
ACC-00014,TXN-000120,2026-01-05,withdrawal,17285.91,Wire_Transfer,Delhi,no,Priti Chauhan,current,2021-12-19,Chennai_T_Nagar,pending,0,,,Normal
ACC-00005,TXN-000121,2026-02-01,withdrawal,563775.41,Flipkart,Mumbai,no,Suresh Patel,current,2016-12-23,Hyderabad_Hitech,expired,50000,,,Normal
ACC-00043,TXN-000122,2026-03-17,debit,11753.6,Crypto_Exchange,Dubai,yes,Kishore Mohan,NRI,2022-11-24,Delhi_CP,pending,1000000,,,Normal
ACC-00003,TXN-000123,2026-02-03,debit,18876.03,Wire_Transfer,Delhi,no,Anil Reddy,current,2022-07-03,Bangalore_MG,verified,0,,,Normal
ACC-00039,TXN-000124,2026-03-07,credit,4660.31,BigBasket,Mumbai,no,Arun Hegde,current,2021-11-23,Chennai_T_Nagar,verified,100000,,,Normal
ACC-00006,TXN-000125,2026-03-05,transfer,23722.35,BigBasket,London,yes,Kavita Joshi,NRI,2020-09-04,Kolkata_Park,verified,200000,,,Normal
ACC-00007,TXN-000127,2026-03-27,debit,13244.53,POS_Terminal,Lagos,yes,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00019,TXN-000128,2026-03-06,debit,24340.82,Flipkart,Lagos,yes,Gopal Das,savings,2017-11-26,Chennai_T_Nagar,expired,0,,,Normal
ACC-00033,TXN-000129,2026-03-28,withdrawal,9193.25,MakeMyTrip,Bangalore,no,Ramesh Shetty,current,2022-06-26,Delhi_CP,verified,0,,,Normal
ACC-00029,TXN-000130,2026-01-22,credit,20876.82,PhonePe,Singapore,yes,Tanuja Nair,salary,2024-05-02,Pune_FC,verified,100000,money_laundering,2026-01-13,Fraud
ACC-00014,TXN-000131,2026-01-17,withdrawal,2865.49,BigBasket,Delhi,no,Priti Chauhan,current,2021-12-19,Chennai_T_Nagar,pending,0,,,Normal
ACC-00030,TXN-000132,2026-03-04,credit,12420.61,BigBasket,Dubai,yes,Bhaskar Menon,savings,2019-12-20,Mumbai_Main,verified,50000,,,Normal
ACC-00036,TXN-000133,2026-01-24,debit,8236.48,Flipkart,Singapore,yes,Deepa Pillai,NRI,2018-11-15,Pune_FC,pending,100000,,,Normal
ACC-00019,TXN-000134,2026-03-15,transfer,17191.81,Unknown_Merchant,New York,yes,Gopal Das,savings,2017-11-26,Chennai_T_Nagar,expired,0,,,Normal
ACC-00015,TXN-000135,2026-02-18,transfer,24624.81,PhonePe,Lagos,yes,Vijay Malhotra,NRI,2021-07-14,Hyderabad_Hitech,verified,100000,,,Normal
ACC-00005,TXN-000136,2026-02-27,transfer,243437.83,ATM,New York,yes,Suresh Patel,current,2016-12-23,Hyderabad_Hitech,expired,50000,,,Normal
ACC-00044,TXN-000137,2026-02-04,withdrawal,13090.43,ATM,Delhi,no,Vandana Rastogi,current,2023-06-22,Pune_FC,rejected,200000,money_laundering,2026-03-28,Fraud
ACC-00008,TXN-000138,2026-02-05,withdrawal,17391.18,Flipkart,Bangalore,no,Lata Mishra,salary,2022-11-22,Mumbai_Main,verified,100000,,,Normal
ACC-00005,TXN-000139,2026-01-12,transfer,5046.57,Unknown_Merchant,Singapore,yes,Suresh Patel,current,2016-12-23,Hyderabad_Hitech,expired,50000,,,Normal
ACC-00008,TXN-000140,2026-02-08,withdrawal,6999.03,POS_Terminal,Chennai,no,Lata Mishra,salary,2022-11-22,Mumbai_Main,verified,100000,,,Normal
ACC-00038,TXN-000141,2026-03-09,withdrawal,1034145.96,ATM,Chennai,no,Sushma Thakur,current,2022-07-16,Bangalore_MG,verified,1000000,card_cloning,2026-01-13,Fraud
ACC-00026,TXN-000142,2026-03-16,transfer,3726.98,Airtel,Delhi,no,Kunal Mehta,savings,2023-10-10,Hyderabad_Hitech,verified,200000,,,Normal
ACC-00008,TXN-000143,2026-02-09,withdrawal,5809.0,Swiggy,Mumbai,no,Lata Mishra,salary,2022-11-22,Mumbai_Main,verified,100000,,,Normal
ACC-00007,TXN-000144,2026-01-24,debit,12478.47,Amazon,Bangalore,no,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00025,TXN-000145,2026-03-20,transfer,3860.78,MakeMyTrip,Chennai,no,Hemant Jain,NRI,2023-02-17,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00007,TXN-000146,2026-01-25,payment,19200.92,Unknown,New York,yes,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00013,TXN-000147,2026-03-10,withdrawal,12281.75,BookMyShow,Tokyo,yes,Ashok Sinha,savings,2023-06-04,Kolkata_Park,verified,50000,,,Normal
ACC-00022,TXN-000148,2026-03-26,payment,490.88,Wire_Transfer,Mumbai,no,Poonam Yadav,NRI,2018-12-17,Bangalore_MG,verified,1000000,,,Normal
ACC-00028,TXN-000149,2026-02-04,withdrawal,7898.25,PhonePe,New York,yes,Rituraj Singh,NRI,2020-05-10,Delhi_CP,verified,1000000,,,Normal
ACC-00030,TXN-000150,2026-01-02,credit,13938.83,Unknown_Merchant,Dubai,yes,Bhaskar Menon,savings,2019-12-20,Mumbai_Main,verified,50000,,,Normal
ACC-00049,TXN-000152,2026-03-04,withdrawal,16518.96,ATM,Tokyo,yes,Nilesh Parekh,current,2016-12-06,Bangalore_MG,verified,0,,,Normal
ACC-00037,TXN-000153,2026-02-16,payment,21366.07,IRCTC,Mumbai,no,Naveen Chadha,salary,2015-11-09,Kolkata_Park,expired,50000,,,Normal
ACC-00026,TXN-000154,2026-02-09,payment,24273.23,MakeMyTrip,London,yes,Kunal Mehta,savings,2023-10-10,Hyderabad_Hitech,verified,200000,,,Normal
ACC-00050,TXN-000155,2026-02-10,debit,752.27,Amazon,Bangalore,no,Chitra Venkatesh,savings,2022-05-25,Chennai_T_Nagar,pending,0,,,Normal
ACC-00024,TXN-000156,2026-03-12,payment,721.15,Crypto_Exchange,London,yes,Savita Kulkarni,NRI,2016-03-24,Pune_FC,verified,200000,,,Normal
ACC-00025,TXN-000157,2026-02-04,transfer,24799.04,PhonePe,London,yes,Hemant Jain,NRI,2023-02-17,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00004,TXN-000158,2026-01-22,credit,5903.82,BookMyShow,Chennai,no,Meena Iyer,NRI,2021-10-26,Bangalore_MG,verified,100000,,,Normal
ACC-00006,TXN-000159,2026-01-23,transfer,2906.06,Swiggy,Mumbai,no,Kavita Joshi,NRI,2020-09-04,Kolkata_Park,verified,200000,,,Normal
ACC-00035,TXN-000160,2026-01-11,withdrawal,16461.31,PhonePe,Chennai,no,Tarun Bose,savings,2017-10-27,Delhi_CP,expired,500000,,,Normal
ACC-00033,TXN-000161,2026-02-14,debit,1543937.71,MakeMyTrip,Mumbai,no,Ramesh Shetty,current,2022-06-26,Delhi_CP,verified,0,,,Normal
ACC-00021,TXN-000162,2026-03-13,withdrawal,8094.41,Flipkart,New York,yes,Sanjay Bhat,NRI,2020-04-06,Chennai_T_Nagar,pending,1000000,card_cloning,2026-01-14,Fraud
ACC-00007,TXN-000163,2026-03-23,credit,8432.39,IRCTC,London,yes,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00011,TXN-000164,2026-02-20,transfer,24237.22,Uber,New York,yes,Manoj Tiwari,salary,2021-12-12,Mumbai_Main,verified,1000000,,,Normal
ACC-00041,TXN-000165,2026-01-28,payment,5391.3,BookMyShow,Mumbai,no,Rohit Saxena,savings,2016-09-21,Bangalore_MG,rejected,500000,,,Normal
ACC-00020,TXN-000166,2026-02-19,credit,15633.08,Flipkart,Chennai,no,Usha Agarwal,NRI,2024-03-15,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00007,TXN-000167,2026-02-19,transfer,1728.38,Wire_Transfer,Tokyo,yes,Prakash Rao,NRI,2016-10-04,Pune_FC,expired,500000,,,Normal
ACC-00031,TXN-000168,2026-01-14,transfer,19901.51,ATM,Dubai,yes,Akash Dhawan,current,2023-02-28,Kolkata_Park,verified,100000,phishing,2026-03-08,Fraud
ACC-00033,TXN-000169,2026-02-26,withdrawal,16603.24,BigBasket,Lagos,yes,Ramesh Shetty,current,2022-06-26,Delhi_CP,verified,0,,,Normal
